MP,Expected_Direct_Influence,Estimated_2_Waves_Influence_2,wave2se_2,Estimated_2_Waves_Influence_10,wave2se_10,Estimated_2_Waves_Influence_25,wave2se_25,Estimated_2_Waves_Influence_50,wave2se_50,Estimated_2_Waves_Influence_100,wave2se_100
Jacques Dellerie,35.72222222222239,616.5,2.5387004549572207,360.7,6.346731442246473,166.4,22.696343317812232,33.7,2.0201485093923166,38.0,1.8275666882497064
Jacques Kossowski,218.4047619047623,633.1,0.22135943621178653,611.0,0.7745966692414833,533.4,9.2186766946238,280.2,4.438017575449651,261.3,1.8441800345953212
Jacques Krabal,234.1825396825399,634.9,0.09486832980505139,625.5,0.291547594742265,606.4,1.2345039489608771,453.3,11.743977179814342,361.0,1.5427248620541512
Jacques Lamblin,205.58730158730216,632.5,0.35355339059327373,608.5,1.1937336386313322,530.7,8.58259867406137,276.3,2.3368782595591067,256.2,1.8697593428032389
Jacques Moignard,226.53968253968267,633.9,0.41109609582188933,625.2,0.39496835316262996,577.5,8.96799866190891,384.1,1.883878977004627,345.0,1.979898987322333
Jacques Myard,217.92857142857207,633.0,0.282842712474619,611.8,0.4195235392680605,551.9,4.508769233393965,287.2,4.417691704951807,260.0,1.4966629547095764
Jacques Pélissard,218.58730158730222,632.2,0.44271887242357305,610.0,0.7999999999999999,549.8,3.5743530883224164,282.7,2.8356657066727737,258.8,1.7481418706729728
Jacques Valax,291.96825396825386,634.4,0.2097617696340303,627.4,0.322490309931942,592.9,5.530732320407488,402.4,1.531012736720371,368.0,0.8717797887081347
Jean Glavany,294.7857142857143,634.9,0.09486832980505139,627.3,0.4254409477236529,609.2,1.4546477236774547,403.4,2.5737132707432653,365.0,2.0591260281974
Jean Grellier,305.26190476190493,634.7,0.20248456731316586,626.9,0.41109609582188933,607.8,1.5924823389915506,406.6,2.695180884467682,370.7,1.6127616066858732
Jean Jacques Vlody,290.9761904761905,634.8,0.12649110640673517,626.9,0.22135943621178653,604.1,2.8546453369902185,413.4,5.1462607784681875,369.5,2.192031021678297
Jean Lassalle,147.2698412698408,633.2,0.5253570214625478,610.7,0.9596874491208061,579.2,1.7366634676873929,359.0,18.054916227997293,140.7,3.0563049586060616
Jean Launay,292.1428571428571,634.6,0.15491933384829668,626.6,0.25298221281347033,601.1,2.97808663406557,408.3,4.602282042639281,366.9,1.5129441496631655
Jean Leonetti,214.90476190476213,632.7,0.3478505426185217,611.7,0.6332456079595026,545.7,4.252175913576482,275.1,1.2284136111261548,256.9,2.0997618912629115
Jean-Charles Taugourdeau,216.1190476190475,633.2,0.39496835316262996,609.5,0.9300537618869136,543.2,3.6049965325919517,278.5,1.7219175357722563,260.5,1.4230249470757705
Jean-Christophe Cambadélis,298.10317460317475,634.7,0.14491376746189438,627.1,0.4571651780264984,602.3,4.178636141135047,410.4,3.4617914437470088,366.3,1.6855266239368634
Jean-Christophe Fromantin,205.70634920634993,634.0,0.2449489742783178,614.2,0.5440588203494177,573.1,2.114000946073582,360.7,22.352203470799022,278.2,1.2473972903610138
Jean-Christophe Lagarde,199.4047619047617,634.4,0.2097617696340303,618.3,0.6488451279003334,587.7,2.069057756564567,490.5,14.000178570289737,277.0,5.981638571495272
Jean-Claude Bouchet,200.46825396825346,631.2,0.46475800154488994,606.2,1.6235762994081924,500.2,19.726530358884705,268.7,1.892353032602532,249.3,2.3411535618152004
Jean-Claude Buisine,296.37301587301556,635.0,0.0,627.8,0.46475800154489,609.7,1.3494443300855354,415.2,8.450798778813752,368.6,2.993993987969915
Jean-Claude Fruteau,279.0476190476191,635.0,0.0,626.3,0.3178049716414141,582.9,4.099878046966762,392.6,3.504853777263753,356.7,1.0681760154581266
Jean-Claude Gouget,51.920634920635244,622.2,2.955672512305786,410.1,11.584860810557888,304.1,6.3881922325490486,49.8,2.1156559266572623,49.8,2.13915871313935
Jean-Claude Guibal,218.46825396825454,633.4,0.2097617696340303,612.2,0.8461678320522472,555.8,4.346952955807089,283.3,4.030012406928792,258.8,1.7193021840269964
Jean-Claude Mathis,224.51587301587352,633.8,0.34058772731852804,610.0,0.916515138991168,546.1,9.022693611111928,284.7,2.623166026007504,263.3,0.7078135347674556
Jean-Claude Mignon,201.26984126984155,633.2,0.44271887242357305,608.1,1.526106156202772,518.6,11.172466155688277,276.8,3.0093188598086447,254.9,1.9567830743339947
Jean-Claude Perez,269.77777777777777,634.5,0.21213203435596426,626.7,0.3754996671103717,586.5,8.358528578643492,398.6,1.8611824198610945,362.4,2.2414281161795038
Jean-David Ciot,298.6666666666664,634.8,0.12649110640673517,627.6,0.4049691346263317,608.5,1.7564168070250294,421.1,4.50433124892031,367.7,1.8657438194993439
Jean-François Copé,221.13492063492114,633.8,0.30983866769659335,612.6,0.8508818954473059,552.7,3.2956031314465033,280.9,2.104518947408172,264.5,2.616295090390226
Jean-François Lamour,224.6111111111117,633.1,0.3301514803843836,611.0,0.9273618495495703,538.3,16.55901567122877,278.8,3.534968175245712,266.0,1.9697715603592207
Jean-François Mancel,212.26984126984175,632.9,0.3860051813123756,608.8,1.0564090116995404,541.7,7.1049982406753625,277.7,3.4901289374462943,252.9,1.4314328485821468
Jean-Frédéric Poisson,196.62698412698376,631.4,0.6356099432828282,600.8,2.134478859112922,430.5,19.751075920060657,264.0,1.9287301521985911,244.5,1.290348790056394
Jean-Jacques Bridey,291.8968253968256,634.7,0.14491376746189438,627.1,0.3301514803843836,605.2,1.5349267083479914,398.7,1.7552777557982098,363.8,1.5349267083479914
Jean-Jacques Candelier,213.53174603174594,634.6,0.20976176963403032,621.5,0.51478150704935,602.6,0.8024961059095552,565.6,2.538503496156741,254.3,18.507322875013553
Jean-Jacques Cottel,299.19841269841277,634.6,0.20976176963403032,626.8,0.4195235392680606,606.6,3.0698534166959828,413.2,2.3229291853175376,366.6,1.9452506265260525
Jean-Jacques Guillet,209.47619047619008,631.5,0.40620192023179796,607.7,1.6065490966665166,519.4,7.60157878338441,274.0,2.1587033144922905,250.9,1.9154633904097464
Jean-Jacques Urvoas,254.2380952380946,634.5,0.291547594742265,625.4,0.4049691346263317,555.5,5.904659177293808,379.3,1.4969969939849574,346.3,1.5814550262337528
Jean-Louis Borloo,89.80158730158718,630.2,0.7183313998427188,596.1,1.4314328485821468,442.2,27.50738082769786,161.9,14.125473443392968,88.5,1.930025906561878
Jean-Louis Bricout,268.65079365079333,634.7,0.14491376746189438,626.9,0.35916569992135944,589.2,2.78854800926934,391.1,2.1281447319202704,359.2,1.5414279094398153
Jean-Louis Christ,212.7142857142866,632.9,0.4571651780264984,611.1,0.7134423592694787,555.9,5.119472629089836,284.0,4.619523784980439,259.5,1.834393632784414
Jean-Louis Costes,167.63492063492077,632.0,0.31622776601683794,604.1,1.6819631387161849,520.9,9.846268328661372,267.3,1.62511538051918,233.2,2.4486731100741066
Jean-Louis Destans,295.0714285714284,634.9,0.09486832980505139,627.3,0.47010637094172625,605.3,2.0978560484456508,411.1,2.8193970986719834,368.2,1.7708754896942924
Jean-Louis Dumont,290.0079365079367,634.6,0.20976176963403032,626.7,0.4254409477236529,607.0,2.004993765576342,404.3,1.2087183294713453,364.1,1.30728726758888
Jean-Louis Gagnaire,273.2142857142853,634.9,0.09486832980505139,627.1,0.41109609582188933,598.4,2.6877499883731737,400.2,2.6936963451733007,364.3,1.5751190431202333
Jean-Louis Roumégas,202.74603174603175,634.1,0.33015148038438347,625.2,0.7042726744663603,568.8,10.57998109639143,379.1,2.16078689370331,340.7,2.545780823244609
Jean-Louis Touraine,285.0555555555555,634.4,0.25298221281347033,626.8,0.30983866769659335,592.9,4.133884371871085,395.1,1.8571483516402234,361.6,1.6804761230080003
Jean-Luc Bleunven,273.2857142857145,634.4,0.15491933384829668,626.3,0.24698178070456936,584.9,7.461166128695969,399.4,2.7136691028937183,360.7,2.2717834403833477
Jean-Luc Drapeau,99.56349206349215,629.6,0.8740709353364864,575.6,8.2063390132263,365.5,2.980771712157776,312.5,3.350373113550191,99.9,1.3744089638822936
Jean-Luc Laurent,257.9523809523811,634.9,0.09486832980505139,626.0,0.4898979485566356,607.8,1.1730302638892143,443.9,7.499933333037034,367.9,1.9258764238652488
Jean-Luc Moudenc,110.55555555555605,631.5,0.43011626335213127,600.9,0.8538149682454624,508.2,22.177375859194882,253.9,1.878563280807969,108.8,3.17742033731768
Jean-Luc Reitzer,213.90476190476258,632.8,0.36878177829171543,611.9,0.6395310782127793,546.6,7.378617756734657,284.6,3.244071515857811,257.8,1.9120669444347393
Jean-Luc Warsmann,205.95238095238176,633.7,0.24698178070456936,610.4,1.0019980039900278,564.8,1.8264720090929396,289.2,7.763761974713032,258.6,2.490783009416918
Jean-Marc Ayrault,89.91269841269848,631.5,0.51478150704935,560.8,12.290484123906593,358.9,2.692396701825345,301.8,4.00699388569536,93.2,1.9224983745116666
Jean-Marc Fournel,134.27777777777777,632.7,0.44833023542919775,614.5,1.3133925536563695,397.4,10.087814431282922,343.1,2.00723690679501,197.0,20.482187383187373
Jean-Marc Germain,273.8968253968249,634.9,0.09486832980505139,625.6,0.45166359162544856,583.1,5.231538970513362,397.2,2.153137245973883,357.5,1.3133925536563695
Jean-Marie Beffara,291.49206349206327,634.6,0.15491933384829668,626.8,0.3687817782917155,601.0,4.242640687119285,406.3,5.697455572446353,364.0,1.720465053408525
Jean-Marie Le Guen,144.88095238095192,632.2,0.36878177829171543,600.1,6.258514200670954,387.2,4.3006976178289955,340.8,2.4404917537250554,264.1,11.127847950075521
Jean-Marie Sermier,194.39682539682573,632.3,0.4254409477236529,611.4,0.6356099432828282,546.8,7.361793259797507,275.9,1.6090369790654282,252.0,2.2494443758403984
Jean-Marie Tétart,219.4365079365087,632.9,0.4571651780264984,611.9,1.352405264704334,549.9,3.793283538044579,283.4,3.1974990226738145,257.8,1.7988885457415087
Jean-Michel Clément,263.57142857142793,634.4,0.15491933384829668,625.7,0.3178049716414141,587.2,4.07627280735723,392.5,1.3874436925511608,353.6,2.631349463678285
Jean-Michel Couve,218.06349206349256,633.0,0.39999999999999997,612.0,0.4472135954999579,551.3,4.132916645663205,281.0,3.987480407475377,259.7,1.70909332688417
Jean-Michel Villaumé,301.5396825396823,634.8,0.12649110640673517,627.4,0.3794733192202055,608.2,1.776513439296196,410.1,3.938146772277539,365.4,1.1764352935882194
Jean-Noël Carpentier,230.11904761904773,634.6,0.20976176963403032,625.5,0.5873670062235365,585.4,4.060049260784898,385.1,1.2996153277027782,348.8,1.7366634676873929
Jean-Patrick Gille,264.65873015872916,634.7,0.14491376746189438,626.3,0.3478505426185217,563.6,6.911150410749284,388.0,2.3958297101421877,355.2,1.405702671264446
Jean-Paul Bacquet,289.21428571428584,634.7,0.20248456731316586,627.3,0.44833023542919775,602.7,2.059368835347374,407.2,4.511762405091828,364.2,1.993990972898323
Jean-Paul Chanteguet,287.2857142857137,635.0,0.0,627.5,0.291547594742265,576.3,7.749903225202234,394.0,2.5416530054277664,361.2,1.6899704139422085
Jean-Paul Dupré,278.9444444444446,634.6,0.20976176963403032,626.3,0.4012480529547776,588.8,4.761932380872285,396.4,3.715373467095872,357.9,1.359779393872403
Jean-Paul Tuaiva,121.3968253968253,632.2,0.46475800154488994,607.5,0.51478150704935,574.3,2.771461708196597,263.4,17.628499652551262,122.3,2.877672670753225
Jean-Philippe Mallé,170.2142857142855,632.8,0.4427188724235731,615.7,3.255917689377297,420.1,5.797326970251031,357.4,2.3375200533899165,313.4,3.771471861223414
Jean-Philippe Nilor,165.03968253968299,634.1,0.3301514803843836,617.4,0.8024961059095552,594.9,0.7930952023559341,533.7,5.86694128145152,164.9,2.628497669772602
Jean-Pierre Allossery,307.69047619047615,634.8,0.12649110640673517,627.0,0.2449489742783178,610.7,1.2731849826321389,410.7,4.406926366528036,374.7,1.3042239071570494
Jean-Pierre Barbier,224.0634920634925,633.5,0.40620192023179796,612.0,0.9486832980505138,557.9,3.308927318633638,282.5,2.5268557536986553,262.6,3.2409875038327436
Jean-Pierre Blazy,241.68253968254,634.5,0.15811388300841897,626.0,0.3741657386773941,549.3,6.261070196060733,384.9,1.6398170629676956,346.2,1.6112107248898264
Jean-Pierre Decool,184.76984126984144,632.2,0.5440588203494177,607.9,1.1870130580579135,526.9,13.966710421570284,271.8,1.468332387438212,246.5,2.367488120350343
Jean-Pierre Door,220.1984126984133,633.0,0.4472135954999579,611.9,1.2996153277027782,561.2,3.1711196760765747,287.4,3.9017944589637215,258.9,1.6997058569058352
Jean-Pierre Dufau,269.095238095238,634.5,0.15811388300841897,627.0,0.2449489742783178,595.2,3.9186732448623474,399.2,3.434530535604539,356.4,2.60076911701135
Jean-Pierre Fougerat,166.69047619047583,632.8,0.4195235392680605,614.4,1.556920036482285,402.8,2.4116384471972574,352.0,1.5556349186104044,305.0,2.029778313018444
Jean-Pierre Giran,210.14285714285734,632.3,0.4012480529547776,610.8,0.7974960814950754,528.6,7.833517728326145,277.7,1.6973508771023154,255.3,1.56236999459155
Jean-Pierre Gorges,219.67460317460424,632.9,0.3860051813123756,612.2,0.9979979959899719,556.8,3.5743530883224164,301.8,11.162257836118997,263.8,2.1854061407436376
Jean-Pierre Le Roch,290.38095238095246,634.7,0.14491376746189438,626.8,0.23664319132398462,606.6,1.9707866449720017,415.2,4.8472672713602245,366.9,1.977119116290164
Jean-Pierre Maggi,277.0714285714287,634.5,0.15811388300841897,626.4,0.25298221281347033,590.4,2.2503333086456325,397.7,1.9185932346383379,360.6,2.2503333086456325
Jean-Pierre Vigier,217.1746031746041,633.5,0.3807886552931954,612.9,0.8056053624449132,556.2,7.797178977040349,296.9,9.035983621056426,264.1,1.359779393872403
Jean-René Marsac,297.8015873015872,634.8,0.12649110640673517,627.2,0.30983866769659335,606.2,2.603075104563831,410.3,2.867228627089232,366.7,1.9649427472575376
Jean-Sébastien Vialatte,186.44444444444463,631.3,0.4254409477236529,605.3,1.5036621961065588,503.6,16.155618217821313,269.0,1.174734012447073,248.9,2.114000946073582
Jean-Yves Caullet,287.21428571428584,634.7,0.14491376746189438,627.1,0.170293863659264,597.8,4.249235225308197,403.1,3.3149660631747047,365.0,1.8708286933869707
Jean-Yves Le Bouillonnec,303.1190476190475,634.9,0.09486832980505139,626.9,0.22135943621178653,592.3,6.016726684834537,405.6,2.839718295887815,368.8,1.586190404711868
Jean-Yves Le Déaut,304.42063492063494,635.0,0.0,627.2,0.18973665961010278,604.5,2.4949949899749297,412.2,3.6436245690246407,366.6,2.010969915239907
Jeanine Dubié,255.6269841269839,634.6,0.15491933384829668,627.4,0.37947331922020555,610.2,0.6131883886702356,437.0,8.257118141337205,370.4,3.6254654873546923
Joaquim Pueyo,302.0793650793652,634.7,0.14491376746189438,627.2,0.30983866769659335,605.3,1.496996993984958,408.1,3.377721125255902,369.0,1.2884098726725124
Jonas Tahuaitu,155.33333333333312,633.5,0.25495097567963926,612.6,1.1153474794878948,583.4,1.5633297796690242,442.3,23.71668189271003,151.5,3.0959651160825437
Jordi Ginesta,211.8015873015876,632.9,0.3860051813123756,609.7,1.0774970997640785,524.7,8.363073597667308,277.0,1.8220867158288596,254.3,1.456365338780074
Josette Pons,217.51587301587358,632.8,0.46475800154488994,611.4,0.8854377448471462,554.6,5.337040378337043,280.5,2.263846284534354,261.3,1.766635219845908
Joël Aviragnet,57.73015873015901,622.3,2.1309622239730106,413.4,7.569940554588259,318.1,2.732947127187059,107.8,26.441558199168217,58.7,2.5497058653891824
Joël Giraud,272.698412698414,634.8,0.12649110640673517,627.3,0.3478505426185217,611.9,0.6549809157525127,531.5,14.065738515982728,377.8,2.723233372298452
Joëlle Huillier,293.87301587301573,634.5,0.15811388300841897,626.9,0.4989989979949859,596.8,4.657896520963083,404.3,2.4537726056014235,363.4,1.6260381299342275
Julie Sommaruga,295.8095238095237,634.5,0.291547594742265,627.7,0.3754996671103717,597.2,5.979632095706222,410.6,4.138115513129134,366.3,1.5877657257920639
Julien Aubert,213.33333333333434,633.5,0.43011626335213127,613.0,0.8124038404635959,566.4,2.276839915321233,297.5,7.3664781273007245,264.6,0.8966604708583958
Julien Dive,27.396825396825612,558.7,13.38435654037952,248.7,2.8391900253417344,42.8,10.187050603584925,30.0,0.9273618495495703,28.2,1.8099723754798027
Jérôme Chartier,201.7142857142862,632.3,0.49091750834534303,608.6,1.0881176406988353,534.4,6.826712239431218,278.6,1.9401030900444438,254.8,1.9889695824722906
Jérôme Guedj,143.52380952380915,632.4,0.5138093031466051,605.1,3.436422558417401,393.4,5.03626845988178,342.2,2.513165334791963,259.5,9.94711013309896
Jérôme Lambert,218.7698412698423,634.7,0.14491376746189438,624.9,0.3591656999213594,602.9,0.984377976185977,405.5,5.221589796221069,348.1,1.9206769639895198
Kader Arif,88.26984126984165,631.5,0.4527692569068708,587.2,9.123376567916068,365.9,3.308927318633638,269.5,10.901605386363972,88.7,2.0978560484456503
Karine Berger,288.2222222222223,634.7,0.14491376746189438,627.2,0.30983866769659335,601.1,3.4969987131824913,401.6,4.368523778120018,361.7,1.6795832816505407
Karine Daniel,38.238095238095475,616.7,3.947277542813527,373.2,7.524360437937567,201.9,24.860591304311328,38.6,1.8878559267062727,41.7,1.4145670715805596
Kheira Bouziane-Laroussi,274.3809523809519,634.4,0.25298221281347033,626.0,0.282842712474619,591.4,4.236035882756425,395.7,2.3240051635054515,358.2,1.384196517839862
Kléber Mesquida,264.2460317460322,634.8,0.12649110640673517,626.4,0.25298221281347033,604.2,1.1117553687749837,403.5,3.7369773882109585,363.6,2.709981549752691
Laure de La Raudière,208.75396825396757,632.0,0.3464101615137754,603.2,1.3099618315050254,486.2,14.208307429106393,265.9,1.4522396496446444,253.2,1.0751744044572489
Laurence Abeille,205.88888888888903,634.1,0.3301514803843836,623.7,0.5300943312279428,558.7,8.553420368484176,380.0,2.1354156504062622,342.9,1.9362334569984063
Laurence Arribagé,98.69841269841308,628.2,0.5621387729022077,589.4,2.724701818548224,283.0,9.379765455489812,237.0,5.489990892524321,99.0,2.6870057685088806
Laurence Dumont,267.8015873015873,634.5,0.15811388300841897,626.3,0.5300943312279428,588.9,7.185332281808546,394.9,2.1421951358361357,361.0,1.2569805089976533
Laurent Baumel,275.6111111111108,634.5,0.291547594742265,627.2,0.34058772731852804,596.2,5.3250352111511905,398.0,2.9664793948382653,359.8,1.4127986409959485
Laurent Cathala,289.59523809523813,634.7,0.14491376746189438,626.6,0.25298221281347033,604.9,2.3127905222911993,403.5,3.0207614933986426,362.1,2.1515110968805153
Laurent Degallaix,82.05555555555573,630.1,0.5735852159879994,584.1,2.9646247654635816,328.4,18.244012716505104,148.0,15.484831287424479,78.7,2.3454210709380097
Laurent Furst,225.71428571428635,633.7,0.20248456731316586,613.0,1.1401754250991378,561.3,2.107368026710095,282.2,2.766947776883401,261.9,1.1785584414868868
Laurent Grandguillaume,295.1587301587298,634.3,0.2469817807045694,627.7,0.3754996671103717,595.8,3.961817764612602,401.8,3.2918080138428487,366.2,2.028792744466521
Laurent Kalinowski,294.0555555555554,635.0,0.0,626.7,0.3478505426185217,609.6,1.49799866488592,411.4,2.438031993227324,367.3,2.039852935875525
Laurent Marcangeli,207.7460317460324,633.5,0.32403703492039304,613.5,0.8631338250816034,566.1,2.666270803950716,303.1,6.737135889975798,265.6,2.1410277905716213
Laurent Wauquiez,221.33333333333383,633.3,0.40124805295477756,615.8,0.8099382692526634,574.7,1.9750949344272037,381.4,16.554274372499687,273.4,2.3588132609428833
Linda Gourjade,260.833333333333,634.7,0.20248456731316586,625.9,0.43474130238568315,557.4,10.390572650244065,386.4,1.2505998560690785,356.9,1.7288724649319853
Lionel Tardy,218.16666666666632,634.0,0.19999999999999998,617.9,0.5735852159879994,584.4,1.7158088471621773,457.0,20.137030565602267,278.7,2.177383751202346
Lionnel Luca,191.48412698412693,632.8,0.30983866769659335,609.9,0.7134423592694787,519.0,10.864621484432854,275.5,1.9761072845369503,246.1,2.0806249061279645
Luc Belot,281.11904761904776,634.5,0.21213203435596426,625.9,0.3860051813123756,597.5,3.191394679446589,393.6,3.197499022673814,360.0,2.4698178070456933
Luc Chatel,224.34920634920692,633.0,0.39999999999999997,611.9,0.8769264507357502,553.2,6.244677733878666,297.4,4.340967634065013,260.7,2.905339911266838
Luce Pane,298.4206349206346,635.0,0.0,626.4,0.322490309931942,602.2,4.337741347752306,403.8,1.6235762994081921,364.5,2.254994456755936
Lucette Lousteau,292.8492063492063,634.3,0.24698178070456936,626.4,0.37947331922020555,608.7,1.000499875062461,407.0,3.839270764090493,367.4,2.7792085204244743
Lucien Degauchy,181.55555555555569,631.9,0.3860051813123756,604.8,1.4818906842274162,494.1,7.716799854862117,270.5,1.394632568098135,243.4,1.9193748982416126
Maina Sage,50.14285714285742,627.0,0.6164414002968975,574.3,10.284016724996123,147.0,27.256925725400507,51.0,2.33238075793812,48.9,1.9567830743339947
Malek Boutih,251.174603174603,634.2,0.23664319132398465,626.0,0.3741657386773941,560.9,7.084419524562333,384.2,2.134478859112922,351.6,2.4543838330627907
Marc Dolez,236.20634920634797,634.8,0.18973665961010275,626.5,0.5873670062235365,605.9,0.7273238618387273,583.0,1.697056274847714,390.6,7.569940554588259
Marc Francina,219.62698412698458,632.9,0.3301514803843836,611.5,1.2509996003196802,539.9,5.528923945941019,277.8,1.983935482821959,261.0,1.4282856857085697
Marc Goua,298.07142857142827,634.8,0.12649110640673517,627.5,0.21213203435596426,602.6,2.015936506936664,401.2,1.347590442233841,365.2,1.155854662143991
Marc Laffineur,212.6269841269851,632.1,0.43474130238568315,613.2,0.7042726744663602,559.3,2.9834543737084362,283.1,4.309176255388029,258.9,2.2647295644292718
Marc Le Fur,217.3095238095245,633.1,0.29832867780352595,611.7,1.0202940752547767,558.2,3.7757118534125453,281.9,3.1383116480043842,259.8,1.1644741302407708
Marc-Philippe Daubresse,212.89682539682622,632.3,0.3754996671103717,609.6,1.069579356569675,544.9,6.025694980664056,278.6,2.0208908926510603,258.4,1.9141577782408636
Marcel Bonnot,210.63492063492149,632.8,0.4195235392680606,613.4,0.8390470785361213,547.2,9.135425551116926,285.3,3.9800753761706575,260.8,1.9534584715319643
Marcel Rogemont,285.7142857142858,634.8,0.12649110640673517,626.9,0.170293863659264,607.2,1.0844353369380766,403.2,3.8491557515902106,362.6,1.8231840280125315
Marianne Dubois,219.8174603174616,633.7,0.40124805295477756,614.1,0.7543208866258444,565.5,3.4964267474094175,302.8,6.4525963766533545,268.7,1.4074800176201434
Marie Le Vern,65.38095238095255,628.0,0.787400787401181,484.2,14.141287070136155,328.5,2.074849392124643,140.1,24.868232747825083,66.7,2.2673773395709858
Marie Récalde,295.15079365079373,634.6,0.20976176963403032,626.9,0.26267851073127385,609.5,1.002496882788171,403.0,3.049590136395381,365.4,1.7447062790051509
Marie-Anne Chapdelaine,299.6507936507938,634.5,0.15811388300841897,627.0,0.3464101615137754,602.2,2.921643373172023,415.1,5.636399560002821,366.6,2.2503333086456325
Marie-Arlette Carlotti,141.03174603174605,632.7,0.40124805295477756,610.3,4.128074611728813,435.5,13.020944666190697,347.5,2.0112185361118766,226.6,18.377812709895593
Marie-Christine Dalloz,225.39682539682585,632.5,0.43011626335213127,611.6,0.737563556583431,545.8,8.116403144250537,291.9,5.89313159534046,262.0,1.4832396974191326
Marie-Françoise Bechtel,248.50000000000054,634.8,0.12649110640673517,626.7,0.28460498941515416,603.4,1.4573949361789342,405.6,4.958225489023265,359.7,2.163561878015048
Marie-Françoise Clergeau,288.7936507936505,634.7,0.20248456731316586,628.0,0.282842712474619,590.0,6.8249542123006215,397.1,2.7801079115746568,362.7,1.4494826663330607
Marie-George Buffet,227.1428571428567,634.4,0.20976176963403026,625.0,0.4242640687119285,604.1,0.41109609582188933,578.1,1.2763228431709588,326.1,17.368045370737608
Marie-Hélène Fabre,295.8015873015873,634.5,0.21213203435596426,628.2,0.4195235392680605,600.6,2.5775957790157866,407.6,2.654053503605381,368.7,1.9081404560461475
Marie-Jo Zimmermann,218.04761904761955,633.9,0.26267851073127385,615.5,0.7778174593052022,576.1,2.632299375071156,370.5,14.982156053118656,268.8,2.873325599370875
Marie-Line Reynaud,292.1904761904755,634.4,0.2097617696340303,626.6,0.25298221281347033,600.4,1.8504053609952602,397.3,3.4901289374462934,362.8,2.572158626523644
Marie-Lou Marcel,299.65873015873024,634.8,0.12649110640673517,627.6,0.322490309931942,603.3,2.9733819129065813,403.7,3.5890110058343367,369.3,1.7835358140502815
Marie-Louise Fort,213.06349206349245,632.1,0.3860051813123756,609.6,0.7771743691090178,534.9,8.765215342477331,285.7,5.591153727094257,254.4,1.7216271373325873
Marie-Noëlle Battistel,303.66666666666663,634.5,0.15811388300841897,627.1,0.170293863659264,598.3,5.856705558588378,406.1,2.37255136930689,363.6,1.422673539502299
Marie-Odile Bouillé,292.18253968253924,634.8,0.12649110640673517,626.3,0.40124805295477756,599.5,3.131293662370235,403.2,5.562014023714791,362.7,1.5430489298787642
Marie-Thérèse Le Roy,45.96031746031777,625.4,0.7099295739719539,398.0,16.947566196949932,244.9,17.698841770014216,44.9,2.070990101376634,45.4,2.638939180807318
Marietta Karamanli,301.031746031746,634.8,0.12649110640673517,627.6,0.4289522117905443,598.5,7.272207367780432,400.9,3.122338866939333,367.3,2.3240051635054515
Marine Brenier,25.67460317460322,579.5,15.27039619656281,240.9,9.50626109466808,24.8,0.6449806198638839,25.5,0.9513148795220223,26.5,1.380217374184226
Marion Maréchal-Le Pen,166.65079365079416,632.4,0.2097617696340303,609.0,1.1135528725660042,530.2,12.763071730582729,277.8,2.756084178685404,221.1,7.12664016209602
Martial Saddier,211.76190476190536,632.7,0.3178049716414141,609.6,1.6443843832875573,548.5,5.44288526426931,278.7,2.6421582087376976,255.4,1.6864163187066237
Martine Carrillon-Couvreur,298.17460317460313,634.6,0.15491933384829668,627.3,0.4254409477236529,604.8,2.7121946832777324,407.3,3.098548047069788,367.2,1.648029125956213
Martine Faure,298.64285714285694,634.7,0.14491376746189438,627.1,0.41109609582188933,596.9,3.5311471223952133,400.7,2.2541073621280776,368.1,1.4862705002791379
Martine Lignières-Cassou,286.40476190476187,634.7,0.14491376746189438,626.4,0.322490309931942,599.0,4.202380277890138,399.9,2.6812310605391696,368.0,1.70293863659264
Martine Martinel,291.0396825396817,634.3,0.20248456731316586,627.0,0.19999999999999998,592.5,4.315669125408017,393.8,2.157776633481788,360.5,2.5268557536986553
Martine Pinville,229.61111111111126,633.8,0.2756809750418044,623.0,0.6,506.7,9.552015494124786,374.9,1.633707440149551,340.9,1.0995453605922767
Marylise Lebranchu,38.15873015873031,594.3,9.016706715869159,368.0,10.25377979088687,245.0,23.09588707973781,40.1,2.2779376637651874,37.9,1.2037441588643325
Mathieu Hanotin,264.1666666666658,634.3,0.20248456731316586,626.7,0.3754996671103717,565.9,6.007412088412114,386.3,1.9700253805471644,353.3,1.6127616066858732
Matthias Fekl,185.73015873015854,633.5,0.35355339059327373,618.8,1.3475904422338414,433.7,8.752199723498087,362.3,1.225153051663342,320.1,1.830027322200409
Maud Olivier,301.0952380952378,634.9,0.09486832980505139,627.2,0.30983866769659335,608.8,1.6112107248898264,407.4,3.4035275817892234,366.6,1.6864163187066232
Maurice Leroy,202.21428571428558,634.5,0.15811388300841897,616.5,0.7778174593052022,587.1,1.2525973016097391,501.9,8.571405952351107,278.3,3.9800753761706575
Meyer Habib,122.25396825396838,632.0,0.3741657386773941,601.5,1.0700467279516348,532.0,6.048140210014976,261.7,3.3408082854303385,129.2,1.9585709075752145
Michel Destot,296.9206349206347,634.7,0.14491376746189438,627.4,0.35213633723318016,602.0,3.8052595180880893,403.9,4.1580043290020745,364.6,1.8286607121059937
Michel Françaix,294.8253968253968,634.7,0.20248456731316586,627.1,0.2626785107312739,606.4,2.7863955210988975,423.6,8.934427793653043,365.2,1.820988742414406
