;@xsi:type;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];regimeJuridique[1];regime[1];legislature[1];secretariat[1];secretariat[1]/secretaire01[1];secretariat[1]/secretaire02[1];positionPolitique[1]
;OrganeParlementaire_Type;PO737081;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi renforçant la sécurité intérieure et la lutte contre le terrorisme;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi renforçant la sécurité intérieure et la lutte contre le terrorisme;Sécurité intérieure et lutte contre le terrorisme;104;;2017-10-03;;2017-10-18;;5ème République;15;;;;
;OrganeParlementaire_Type;PO708706;MISINFOPRE;Mission d'information relative au paritarisme;de la mission d'information relative au paritarisme;Paritarisme;PARITARISM;;2015-06-23;;2016-06-21;;5ème République;14;;;;
;OrganeParlementaire_Type;PO708697;CNPE;Commission d'enquête visant à évaluer les conséquences sur l'investissement public et les services publics de proximité de la baisse des dotations de l'État aux communes et aux EPCI;de la commission d'enquête visant à évaluer les conséquences sur l'investissement public et les services publics de proximité de la baisse des dotations de l'État aux communes et aux EPCI;Commission d'enquête sur les conséquences de la baisse des dotations de l'Etat ;CEDOTATION;;2015-06-23;;2015-12-31;;5ème République;14;;;;
;OrganeParlementaire_Type;PO716501;MISINFO;Mission d’information sur la mise en application de la loi n° 2016-564 du 10 mai 2016 renforçant le dialogue avec les supporters et la lutte contre le hooliganisme;de la mission d’information sur la mise en application de la loi n° 2016-564 du 10 mai 2016 renforçant le dialogue avec les supporters et la lutte contre le hooliganisme;Dialogue avec les supporters et lutte contre le hooliganisme;SUPPORTERS;;2016-11-03;;2017-01-24;;5ème République;14;;;;
;OrganeExterne_Type;PO700710;MINISTERE;Premier ministre;;Premier ministre;PMI;;2014-04-01;;2014-08-25;;;;;;;
;OrganeParlementaire_Type;PO712743;CNPE;Commission d'enquête sur la fibromyalgie;de la commission d'enquête sur la fibromyalgie;Commission d'enquête sur la fibromyalgie;CEFIBROMYA;;2016-05-10;;2016-10-12;;5ème République;14;;;;
;OrganeExterne_Type;PO714653;MINISTERE;Secrétariat d'État, auprès du ministère de l'économie et des finances, chargé du numérique;, auprès du ministère de l'économie et des finances, chargé du numérique;Numérique;NUM;;2016-08-31;;2016-08-31;;;;;;;
;OrganeExterne_Type;PO714656;MINISTERE;Ministère des outre-mer;des outre-mer;Outre-mer;OME;;2016-08-31;;2016-12-06;;;;;;;
;OrganeParlementaire_Type;PO711698;MISINFO;Mission de contrôle de la mise en application de la loi n° 2014-856 du 31 juillet 2014 relative à l'économie sociale et solidaire;de la mission de contrôle de la mise en application de la loi n° 2014-856 du 31 juillet 2014 relative à l'économie sociale et solidaire;Contrôle de la loi n° 2014-856 du 31 juillet 2014;ECOSOC;;2015-10-14;;2016-03-09;;5ème République;14;;;;
;GroupePolitique_type;PO707869;GP;Les Républicains;du groupe Les Républicains;Les Républicains;LES-REP;;2015-06-02;;2017-06-20;;5ème République;14;;;;Opposition
;OrganeParlementaire_Type;PO709724;GA;France-Kosovo;de Kosovo;Kosovo;KOS;;;2015-10-14;2017-06-20;;5ème République;14;;;;
;OrganeParlementaire_Type;PO708847;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant nouvelle organisation territoriale de la République;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi portant nouvelle organisation territoriale de la République;Nouvelle organisation territoriale de la République;2529;;2015-07-03;;2015-07-10;;5ème République;14;;;;
;OrganeParlementaire_Type;PO711369;MISINFO;Objets connectés;de la mission d’information sur les objets connectés;Objets connectés;OBJCON;;2016-01-27;;2017-01-10;;5ème République;14;;;;
;OrganeParlementaire_Type;PO716574;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de programmation relatif à l'égalité réelle outre-mer et portant autres dispositions en matière sociale et économique;de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi de programmation relatif à l'égalité réelle outre-mer et portant autres dispositions en matière sociale et économique;Égalité réelle outre-mer;4000;;2017-01-20;;2017-02-02;;5ème République;14;;;;
;OrganeParlementaire_Type;PO712530;MISINFO;Coopération européenne avec les pays du Maghreb;de la mission d'information sur la coopération européenne avec les pays du Maghreb;Coopération européenne avec les pays du Maghreb;COPMAG;;2016-04-27;;2017-01-18;;5ème République;14;;;;
;OrganeParlementaire_Type;PO710376;MISINFOPRE;Mission d'information sur les moyens de Daech;de la mission d'information sur les moyens de Daech;Moyens de Daech;DAECH;;2015-12-01;;2016-07-20;;5ème République;14;;;;
;OrganeExterne_Type;PO715804;MINISTERE;Ministère de l'éducation nationale, de l'enseignement supérieur et de la recherche;de l'éducation nationale, de l'enseignement supérieur et de la recherche;Éducation nationale, enseignement supérieur et recherche;EDU;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO715807;MINISTERE;Ministère de l'économie et des finances;de l'économie et des finances;Économie et finances;ECF;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO715813;MINISTERE;Ministère de la défense;de la défense;Défense;DEF;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO715794;MINISTERE;Premier ministre;;Premier ministre;PMI;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO715831;MINISTERE;Ministère du logement et de l’habitat durable;du logement et de l’habitat durable;Logement et habitat durable;LOG;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO715825;MINISTERE;Ministère de l'intérieur;de l'intérieur;Intérieur;INT;;2016-12-07;;2017-03-21;;;;;;;
;OrganeExterne_Type;PO701703;MINISTERE;Secrétariat d'État, auprès du ministre de l'économie, du redressement productif et du numérique, chargé du commerce, de l'artisanat, de la consommation et de l'économie sociale et solidaire;, auprès du ministre de l'économie, du redressement productif et du numérique, chargée du commerce, de l'artisanat, de la consommation et de l'économie sociale et solidaire;Commerce, artisanat, consommation et économie sociale;ACC;;2014-06-04;;2014-08-26;;;;;;;
;OrganeExterne_Type;PO715828;MINISTERE;Ministère de l'agriculture, de l'agroalimentaire et de la forêt;de l'agriculture, de l'agroalimentaire et de la forêt, porte-parole du Gouvernement;Agriculture, agroalimentaire et forêt;AGR;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO701709;MINISTERE;Secrétariat d'État, auprès du Premier ministre, chargé de la réforme de l'État et de la simplification;, auprès du Premier ministre, chargé de la réforme de l'État et de la simplification;Réforme de l'État et simplification;REF;;2014-06-04;;2014-08-26;;;;;;;
;OrganeExterne_Type;PO701712;MINISTERE;Ministère de la décentralisation et de la fonction publique;de la décentralisation et de la fonction publique;Décentralisation et fonction publique;DFP;;2014-06-04;;2014-08-26;;;;;;;
;OrganeExterne_Type;PO715816;MINISTERE;Ministère de la justice;;Justice;JUS;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO715840;MINISTERE;Ministère de la fonction publique;de la fonction publique;Fonction publique;FPU;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO708672;MINISTERE;Secrétariat d'État, auprès de la ministre de l'éducation nationale, de l'enseignement supérieur et de la recherche, chargé de l'enseignement supérieur et de la recherche;, auprès de la ministre de l'éducation nationale, de l'enseignement supérieur et de la recherche, chargé de l'enseignement supérieur et de la recherche;Enseignement supérieur et recherche;ENS;;2015-06-18;;2016-12-06;;;;;;;
;OrganeExterne_Type;PO715822;MINISTERE;Ministère de l'aménagement du territoire, de la ruralité et des collectivités territoriales;de l'aménagement du territoire, de la ruralité et des collectivités territoriales;Aménagement du territoire, ruralité et collectivités territoriales;ATR;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO701706;MINISTERE;Secrétariat d'État, auprès de la ministre de la décentralisation et de la fonction publique, chargé de la réforme territoriale;, auprès de la ministre de la décentralisation et de la fonction publique, chargé de la réforme territoriale;Réforme territoriale;RTE;;2014-06-04;;2014-08-26;;;;;;;
;OrganeExterne_Type;PO708669;MINISTERE;Secrétariat d'État, auprès du Premier ministre, chargé de la réforme de l'État et de la simplification;, auprès du Premier ministre, chargée de la réforme de l'État et de la simplification;Réforme de l'Etat et simplification;REF;;2015-06-18;;2016-02-12;;;;;;;
;OrganeExterne_Type;PO715843;MINISTERE;Ministère de la ville, de la jeunesse et des sports;de la ville, de la jeunesse et des sports;Ville, jeunesse et sports;VIL;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO708678;MINISTERE;Secrétariat d'État, auprès du ministre de l'économie, de l'industrie et du numérique, chargé du commerce, de l'artisanat, de la consommation et de l'économie sociale et solidaire;, auprès du ministre de l'économie, de l'industrie et du numérique, chargée du commerce, de l'artisanat, de la consommation et de l'économie sociale et solidaire;Commerce, artisanat, consommation et économie sociale et solidaire;ACC;;2015-06-18;;2016-08-30;;;;;;;
;OrganeExterne_Type;PO715849;MINISTERE;Secrétariat d'État, auprès du Premier ministre, chargé des relations avec le Parlement;, auprès du Premier ministre, chargé des relations avec le Parlement;Relations avec le Parlement;PAR;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO715819;MINISTERE;Ministère du travail, de l'emploi, de la formation professionnelle et du dialogue social;du travail, de l'emploi, de la formation professionnelle et du dialogue social;Travail, emploi, formation professionnelle et dialogue social;TRE;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO708675;MINISTERE;Secrétariat d'État, auprès de la ministre des affaires sociales, de la santé et des droits des femmes, chargé de la famille, de l'enfance, des personnes âgées et de l'autonomie;, auprès de la ministre des affaires sociales, de la santé et des droits des femmes, chargée de la famille, de l'enfance, des personnes âgées et de l'autonomie;Famille, enfance, personnes âgées et autonomie;FAM;;2015-06-18;;2016-02-12;;;;;;;
;OrganeExterne_Type;PO715852;MINISTERE;Secrétariat d'État, auprès du Premier ministre, chargé de la réforme de l'État et de la simplification;, auprès du Premier ministre, chargé de la réforme de l'État et de la simplification;Réforme de l'État et simplification;REF;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO715857;MINISTERE;Secrétariat d'État, auprès du Premier ministre, chargé de l’aide aux victimes;, auprès du Premier ministre, chargée de l’aide aux victimes;Aide aux victimes;AVI;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO715867;MINISTERE;Secrétariat d'État, auprès du ministère de l'environnement, de l'énergie et de la mer, chargé des relations internationales sur le climat, chargé de la biodiversité;, auprès de la ministre de l'environnement, de l'énergie et de la mer, chargée des relations internationales sur le climat, chargée de la biodiversité;Biodiversité;BIO;;2016-12-07;;2017-05-17;;;;;;;
;OrganeExterne_Type;PO715862;MINISTERE;Secrétariat d'État, auprès du ministère de la défense, chargé des anciens combattants et de la mémoire;, auprès du ministre de la défense, chargé des anciens combattants et de la mémoire;Anciens combattants et mémoire;ACO;;2016-12-07;;2017-05-17;;;;;;;
